"Product ID";Image;Name;Reference;Category;"Price (tax excl.)";"Price (tax incl.)";Quantity;Status;Position
1926;https://virtualagencystaging.com.au/8561/guarded-aviator-pink.jpg;"Guarded - Pink";CTS6170pi;Aviator;31.772727;34.95;0;1
1925;https://virtualagencystaging.com.au/8560/guarded-aviator-red-black.jpg;"Guarded - Red RV";CTS6170rd;Aviator;31.772727;34.95;2;0
1924;https://virtualagencystaging.com.au/8558/guarded-aviator-blue-black.jpg;"Guarded - Blue RV";CTS6170Bl;Aviator;31.772727;34.95;2;0
1923;https://virtualagencystaging.com.au/8549/sunnies-soft-case-with-sack-canvas.jpg;"The Sunnies Sack - Canvas";BBP2012Ca;Accessories;8.136364;8.95;12;0
1922;https://virtualagencystaging.com.au/8547/cloth-pouch-pastels.jpg;"Sunglasses Soft Pouch - pastels";CpastRG;Accessories;2.681818;2.95;12;0
1921;https://virtualagencystaging.com.au/8546/cloth-pouch-spring.jpg;"Sunglasses Soft Pouch - Spring";CspriRG;Accessories;2.681818;2.95;7;0
1920;https://virtualagencystaging.com.au/8545/cloth-pouch-floriade.jpg;"Sunglasses Soft Pouch - Floriade";CflorRG;Accessories;2.681818;2.95;6;0
1919;https://virtualagencystaging.com.au/8858/boss-baby-blue-dot-sunglasses-kids.jpg;"Boss Baby - Aqua Polka Dot Baby Sunglasses";KR2243bl;Kids;11.772727;12.95;1;0
1918;https://virtualagencystaging.com.au/8855/boss-baby-red-sunglasses-kids.jpg;"Boss Baby - Red Dot";KR2243rd;Kids;11.772727;12.95;2;0
1917;https://virtualagencystaging.com.au/8852/boss-baby-purple-sunglasses-kids.jpg;"Boss Baby - Purple";KR2243pp;Kids;11.772727;12.95;3;0
1916;https://virtualagencystaging.com.au/8847/boss-baby-blue-sunglasses-kids.jpg;"Boss Baby - Blue";KR2243bl;Kids;11.772727;12.95;5;0
1915;https://virtualagencystaging.com.au/8938/kids-60s-style-sunglasses-black-green.jpg;"Casper - Black Green RV";CSHalfblgr;Kids;15.409091;16.95;2;0
1914;https://virtualagencystaging.com.au/8937/kids-60s-style-sunglasses-black-mirror.jpg;"Casper - Black Mirror";CSHalfblmi;Kids;15.409091;16.95;2;0
1913;https://virtualagencystaging.com.au/8924/unicorn-sunglasses-kids-black.jpg;"Twilight Unicorn Kids Sunglasses - Black";CSWF01bl;Kids;13.590909;14.95;19;0
1912;https://virtualagencystaging.com.au/8843/unicorn-sunglasses-kids-purple.jpg;"Twilight Unicorn Kids Sunglasses - Purple";CSWF01Pp;Kids;13.590909;14.95;5;0
1911;https://virtualagencystaging.com.au/8839/unicorn-sunglasses-kids-white.jpg;"Twilight Unicorn - Kids Sunglasses White";CSWF01wh;Kids;13.590909;14.95;10;0
